113.138000	0.801400
112.956000	0.798900
112.909000	0.796400
112.952000	0.792800
113.133000	0.790600
112.496000	0.788400
113.447000	0.784900
112.488000	0.783500
112.186000	0.779600
112.544000	0.779200
111.793000	0.772000
112.210000	0.774800
111.539000	0.765200
112.136000	0.768700
111.334000	0.761100
111.106000	0.763200
111.673000	0.756200
111.221000	0.756600
111.239000	0.753000
111.264000	0.747100
111.358000	0.750300
110.944000	0.742900
110.894000	0.742500
110.376000	0.738000
110.801000	0.737100
110.308000	0.733900
110.013000	0.729000
110.319000	0.729500
109.698000	0.723400
109.688000	0.723700
109.865000	0.718900
109.999000	0.716300
109.442000	0.715900
109.312000	0.709800
109.129000	0.710300
108.955000	0.705200
108.651000	0.703900
109.202000	0.700900
108.801000	0.697100
108.784000	0.695800
108.703000	0.692600
108.256000	0.689600
108.650000	0.687400
108.191000	0.683500
107.777000	0.683400
107.714000	0.677100
108.170000	0.677400
108.192000	0.673800
107.573000	0.670300
107.202000	0.667500
107.153000	0.665600
106.875000	0.662800
106.903000	0.660500
107.066000	0.656100
106.878000	0.655800
106.751000	0.651700
106.815000	0.650100
106.163000	0.644100
106.377000	0.645600
105.799000	0.641200
106.055000	0.638400
105.680000	0.635600
105.959000	0.633300
105.594000	0.630600
105.621000	0.627300
105.219000	0.625100
105.034000	0.620700
104.778000	0.618900
105.526000	0.616000
104.734000	0.614200
104.002000	0.611000
104.556000	0.607700
104.092000	0.606600
104.112000	0.602300
103.635000	0.599700
103.814000	0.597600
103.809000	0.594900
103.012000	0.591400
103.485000	0.589700
103.456000	0.585700
103.131000	0.583900
103.454000	0.581100
103.240000	0.578000
103.089000	0.575900
102.872000	0.572500
102.676000	0.569000
102.681000	0.568100
102.545000	0.565300
102.246000	0.560400
101.879000	0.560300
102.005000	0.556000
101.772000	0.553900
102.004000	0.551600
101.279000	0.547700
101.845000	0.547600
101.455000	0.541500
101.053000	0.542300
101.057000	0.535800
101.187000	0.537100
100.600000	0.530400
100.433000	0.530600
100.247000	0.525100
100.605000	0.525500
100.261000	0.519900
99.789100	0.519000
99.852600	0.516700
99.831200	0.511300
99.702900	0.513000
99.192600	0.504000
99.521000	0.508300
99.090500	0.500000
99.067300	0.502500
99.009800	0.495400
99.382100	0.495400
98.825400	0.491900
98.097300	0.488100
98.723900	0.486900
98.529800	0.482700
98.065000	0.481800
97.888800	0.477200
97.554200	0.476300
97.407000	0.472600
97.671800	0.470300
97.453100	0.467200
97.266100	0.465900
96.929500	0.461300
97.157800	0.459600
96.535100	0.455700
96.486500	0.455000
96.898400	0.449000
96.193800	0.450600
96.105600	0.445300
96.342000	0.443900
96.132600	0.439000
95.679800	0.437500
96.394000	0.436500
95.241300	0.431300
95.577700	0.430800
94.634200	0.426400
94.871000	0.425300
94.542300	0.420100
95.127600	0.420600
94.585500	0.415500
94.487800	0.414500
94.107200	0.409100
94.651500	0.409300
93.960800	0.405200
94.076500	0.402500
93.990800	0.399400
94.161400	0.397800
93.453300	0.393300
93.562600	0.392600
93.468900	0.389300
93.203400	0.385800
