28.989500	0.118700
29.141100	0.114600
29.382000	0.116500
29.284100	0.116800
29.165600	0.114600
29.039700	0.115900
29.137700	0.115000
29.132300	0.114500
29.040700	0.114200
28.925800	0.113200
28.955800	0.114400
28.630600	0.111800
29.227400	0.114300
28.474600	0.111900
28.721400	0.112300
28.320400	0.111200
28.737200	0.111500
29.254500	0.111200
28.823900	0.111600
28.060000	0.110500
28.268100	0.109500
28.395400	0.110700
28.124200	0.107800
28.534000	0.110700
28.125200	0.106900
28.532600	0.110100
28.212100	0.107000
28.238200	0.108600
28.176800	0.107500
28.203700	0.106700
28.006100	0.106800
27.875300	0.105200
28.146100	0.107700
27.986700	0.104400
27.714500	0.105200
27.679900	0.105300
27.875200	0.105000
28.192500	0.104900
27.513700	0.103000
28.161300	0.104800
26.970100	0.101800
27.786700	0.103300
27.424700	0.103600
27.271800	0.100800
27.811200	0.104700
27.207800	0.099800
27.691200	0.102500
27.379700	0.100000
27.658700	0.101900
27.300600	0.098900
27.055600	0.101400
27.437000	0.100000
26.951600	0.098900
27.131900	0.098000
26.910800	0.099200
27.519500	0.099000
26.844300	0.096400
27.276900	0.098800
26.982000	0.097200
26.996100	0.097400
26.538500	0.095700
26.900800	0.098200
25.899100	0.091400
26.881400	0.098700
26.326600	0.094500
26.747400	0.095800
26.451200	0.094600
26.366100	0.093800
27.051000	0.093800
25.796100	0.092100
26.590400	0.094700
25.988600	0.091300
27.016300	0.094300
26.221200	0.092100
26.401300	0.091600
26.377600	0.092500
25.835800	0.089800
26.017100	0.092300
26.146700	0.088700
26.095300	0.091000
26.131400	0.089600
25.770200	0.089300
25.734600	0.089800
26.005400	0.088000
26.298000	0.089500
25.462500	0.085700
25.869500	0.089300
25.484900	0.086100
25.735700	0.088100
25.251300	0.086600
25.448200	0.084700
25.808600	0.087400
25.674400	0.085200
25.763500	0.086100
25.592600	0.084600
25.122000	0.084200
25.546900	0.085100
25.111800	0.083200
25.452700	0.083700
25.093600	0.084400
24.973400	0.082200
25.109800	0.083700
24.988100	0.080400
25.163600	0.083100
24.917700	0.080300
25.071700	0.082300
24.651900	0.079300
25.123300	0.082100
25.260000	0.080100
25.394800	0.080500
24.523800	0.079100
24.581500	0.079600
24.479600	0.078700
24.395500	0.078200
24.324200	0.078200
24.346200	0.078400
24.539500	0.077700
24.268200	0.076800
24.634800	0.077300
24.352400	0.075300
24.463200	0.077700
24.030600	0.074400
24.599000	0.077600
23.431800	0.072500
24.385500	0.077300
23.576300	0.073100
24.098000	0.074500
23.866100	0.073100
24.120400	0.072900
24.352400	0.074200
23.276200	0.071500
24.146500	0.074200
23.387500	0.070800
23.516800	0.071800
23.561900	0.071100
23.858100	0.072200
23.172700	0.070400
23.647300	0.069500
23.365600	0.071100
23.371000	0.068300
23.948900	0.070400
23.273500	0.067200
23.573000	0.071000
22.712000	0.066200
23.650500	0.069800
22.706000	0.067200
22.989800	0.068300
22.977600	0.066300
23.512200	0.066700
22.932900	0.066500
23.381200	0.066100
22.954100	0.066300
22.983500	0.064200
23.003000	0.066600
22.508200	0.062500
22.298300	0.065400
22.586600	0.064100
22.653300	0.063000
23.053600	0.064100
22.666100	0.062600
22.854100	0.063900
21.981200	0.060900
22.407100	0.064000
22.231300	0.059900
22.886800	0.064600
